test_type,clustering,hyperparameters,label_accuracy,Silhoutte,Calinski_Harbasz,Davies_Bouldin,RAND,ARAND,MIS,AMIS,NMIS,Hmg,Cmplt,V_meas,FMs
eigenvector_3d_data,spectral,"('kmeans', 'nearest_neighbors', 2)",0.2662835249042146,0.02283065909112181,11.473979992376632,6.536098503148675,0.6084967752847824,0.2013525228172236,0.08539355944721037,0.14444549828736292,0.14585274798023598,0.1683526431194644,0.12865794635346664,0.14585274798023595,0.6791797434519186
eigenvector_3d_data,spectral,"('kmeans', 'rbf', 2)",0.6954022988505747,0.038753801279743455,30.81478770662664,2.146614542417297,0.5755509960950427,-0.07967916713801369,0.014379735839377506,0.03169000296193732,0.033913667608621106,0.028349521340838988,0.04219532224218675,0.03391366760862111,0.7164727694568502
eigenvector_3d_data,spectral,"('discretize', 'nearest_neighbors', 2)",0.2662835249042146,0.02283065909112181,11.473979992376632,6.536098503148675,0.6084967752847824,0.2013525228172236,0.08539355944721037,0.14444549828736292,0.14585274798023598,0.1683526431194644,0.12865794635346664,0.14585274798023595,0.6791797434519186
eigenvector_3d_data,spectral,"('discretize', 'rbf', 2)",0.6877394636015326,0.03938972422369076,30.329114835593785,2.3192243307761435,0.569667821239732,-0.07769253292001561,0.01319967894061403,0.02811709116893771,0.030284727509513186,0.02602304965814724,0.03621559223660389,0.030284727509513183,0.7082586246098793
eigenvector_3d_data,spectral,"('cluster_qr', 'nearest_neighbors', 2)",0.2662835249042146,0.02283065909112181,11.473979992376632,6.536098503148675,0.6084967752847824,0.2013525228172236,0.08539355944721037,0.14444549828736292,0.14585274798023598,0.1683526431194644,0.12865794635346664,0.14585274798023595,0.6791797434519186
eigenvector_3d_data,spectral,"('cluster_qr', 'rbf', 2)",0.3160919540229885,0.039191986145202244,29.941271548073704,2.3855479733570206,0.5668144814349063,-0.07937677954535181,0.01399714439251519,0.029692122360679946,0.031836497398642076,0.02759524570540317,0.03761823213868081,0.031836497398642076,0.7049135581720846
eigenvector_3d_data,kmeans,"('lloyd', 2)",0.6934865900383141,0.03901675627701303,30.82754704805329,2.171712553377902,0.5740581404755076,-0.08060857034679736,0.014800385947099478,0.03252970634498758,0.03474023924804197,0.029178829287737025,0.04292084145096877,0.03474023924804197,0.7147537601277293
eigenvector_3d_data,kmeans,"('lloyd', 3)",0.685823754789272,0.02652195948874168,15.947623751878437,2.3281116669880233,0.5703370323795236,-0.08355517257868446,0.015783384731752226,0.031467488699891445,0.03600387864648517,0.031116802650726024,0.042712057248649286,0.03600387864648517,0.710614566782519
eigenvector_3d_data,kmeans,"('lloyd', 4)",0.10344827586206896,0.027828122013695104,12.366859117669428,6.103433732177335,0.5141012347313227,0.0835346616606137,0.0817549870612972,0.10681104904355662,0.11045159538518486,0.16117923001529866,0.08401097872848365,0.11045159538518486,0.5693595315711336
eigenvector_3d_data,kmeans,"('lloyd', 5)",0.19923371647509577,0.02428000346483768,8.507125492430422,3.1415809614402788,0.561210757385223,-0.07822041771740663,0.015784431984272772,0.02458725012786844,0.032733237967846204,0.031118867299757977,0.03452427273473394,0.032733237967846204,0.6971450247065101
eigenvector_3d_data,kmeans,"('lloyd', 6)",0.0019157088122605363,0.022185839511042593,7.937584528967167,5.573559431052023,0.4943337672174789,0.06557488866315392,0.07757619345838537,0.08955729713220169,0.09524431775540868,0.15294077558553779,0.06915557896111332,0.09524431775540868,0.5417969000962773
eigenvector_3d_data,kmeans,"('lloyd', 7)",0.10153256704980843,0.02557225257824814,6.7269277362899995,4.377184669596282,0.5082033519388738,0.0808838657610869,0.08205846031421749,0.09827420319071249,0.10534716675803563,0.1617775248349071,0.07810352063850788,0.10534716675803563,0.5600456788097249
eigenvector_3d_data,kmeans,"('lloyd', 8)",0.005747126436781609,0.027009283637359455,5.929111649814478,4.685904666525788,0.4986284848618557,0.0763240163138109,0.08142848593915836,0.09011605103263182,0.09794292730672335,0.16053553595629264,0.07046766940175582,0.09794292730672335,0.5447506316043955
eigenvector_3d_data,kmeans,"('elkan', 2)",0.6934865900383141,0.03901675627701303,30.82754704805329,2.171712553377902,0.5740581404755076,-0.08060857034679736,0.014800385947099478,0.03252970634498758,0.03474023924804197,0.029178829287737025,0.04292084145096877,0.03474023924804197,0.7147537601277293
eigenvector_3d_data,kmeans,"('elkan', 3)",0.11302681992337164,0.026223619945340542,15.943534785554764,4.799367207719271,0.5703370323795236,-0.058867978475083974,0.016288781861031703,0.03024610500503332,0.03448958212839024,0.03211318859704307,0.03724579105028992,0.03448958212839024,0.7042969508586319
eigenvector_3d_data,kmeans,"('elkan', 4)",0.03639846743295019,0.02782261512221779,12.435018556656269,7.541619584721519,0.5025040262977916,0.0841999163564284,0.07552014522974551,0.09004896883269918,0.09334726760758813,0.14888729478542434,0.06798612835226907,0.09334726760758813,0.5482659219740977
eigenvector_3d_data,kmeans,"('elkan', 5)",0.6839080459770115,0.025698984020556044,8.507439588816275,2.6938769166281857,0.5703443863480927,-0.06474717830043855,0.018504893762946784,0.03096305520760929,0.0393390911475172,0.036482233505711475,0.04268139380671556,0.0393390911475172,0.7058387933642593
eigenvector_3d_data,kmeans,"('elkan', 6)",0.1685823754789272,0.02709696863789356,7.8578743577610535,5.222821433474595,0.49842257374191984,0.06780453711212756,0.07667730732112168,0.09117264019014282,0.09700332454806207,0.15116862955893565,0.07141469170847549,0.09700332454806206,0.5482549673363041
eigenvector_3d_data,kmeans,"('elkan', 7)",0.1532567049808429,0.027707828214774452,6.727846370981682,4.719265058455582,0.4949073767658717,0.06407588146472716,0.07786866465711828,0.09021394195870715,0.09712925967576716,0.15351737995314754,0.07103686871395318,0.09712925967576717,0.5435399455844994
eigenvector_3d_data,kmeans,"('elkan', 8)",0.6704980842911877,0.02437450663449101,5.319216953262523,2.7925024038343986,0.5612181113537921,-0.054530418905061426,0.02121451973748616,0.027143425368129727,0.040301627893904686,0.04182423702016693,0.03888598565254778,0.040301627893904686,0.6907871330080902
eigenvector_3d_data,gaussianmixture,"('full', 'kmeans', 2)",0.31800766283524906,0.03903079141793005,29.937583588583816,2.3619297950264047,0.5654098734382009,-0.08560241633828082,0.017373983913227475,0.037551347509721195,0.03968805426127496,0.03425265479318831,0.04717386186465286,0.03968805426127495,0.7046421283603301
eigenvector_3d_data,gaussianmixture,"('full', 'kmeans', 3)",0.1781609195402299,0.03010097739561686,17.546427227823337,7.117590397339533,0.5242276494510263,0.08729459296327503,0.06300309204270077,0.08502146607699808,0.08748105884685674,0.12421003573044138,0.06751641673833615,0.08748105884685672,0.5853837320788804
eigenvector_3d_data,gaussianmixture,"('full', 'kmeans', 4)",0.1743295019157088,0.028548202297692254,11.94614332163382,7.1926979709757575,0.4831042572124047,0.04269823934416186,0.0727002211636337,0.08951784121053802,0.09304695036548323,0.1433278395642189,0.06888231981654121,0.09304695036548323,0.5317259021107573
eigenvector_3d_data,gaussianmixture,"('full', 'kmeans', 5)",0.005747126436781609,0.027747813486860392,9.255110193622942,5.438695023732766,0.5030996977518918,0.07115082324384267,0.07629018899358891,0.09509226954898213,0.09990077644337812,0.15040542921851166,0.07478778073817184,0.09990077644337811,0.5552091768211171
eigenvector_3d_data,gaussianmixture,"('full', 'k-means++', 2)",0.24904214559386972,0.022941560470647222,11.211877060351531,6.485155451226964,0.6252417617167104,0.2257160455593243,0.0842361197368655,0.1447328315046729,0.14616237246369132,0.16607076102262494,0.13051622443984165,0.14616237246369132,0.6965158471377219
